"No.","Time","Source","Destination","Protocol","Length","Info"
"802","162.414178","142.104.100.111","192.168.1.164","TCP","1514","80  >  1225 [ACK] Seq=172273 Ack=408 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"803","162.414204","192.168.1.164","142.104.100.111","TCP","54","1225  >  80 [ACK] Seq=408 Ack=173733 Win=17520 Len=0"
"804","162.436066","142.104.100.111","192.168.1.164","TCP","1514","80  >  1225 [ACK] Seq=173733 Ack=408 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"805","162.437489","142.104.100.111","192.168.1.164","TCP","1514","80  >  1225 [ACK] Seq=175193 Ack=408 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"806","162.437509","192.168.1.164","142.104.100.111","TCP","54","1225  >  80 [ACK] Seq=408 Ack=176653 Win=17520 Len=0"
"807","162.438966","142.104.100.111","192.168.1.164","TCP","1514","80  >  1225 [ACK] Seq=176653 Ack=408 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"808","162.440750","142.104.100.111","192.168.1.164","TCP","1514","80  >  1225 [PSH, ACK] Seq=178113 Ack=408 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"809","162.440767","192.168.1.164","142.104.100.111","TCP","54","1225  >  80 [ACK] Seq=408 Ack=179573 Win=17520 Len=0"
"810","162.442131","142.104.100.111","192.168.1.164","TCP","1514","80  >  1225 [ACK] Seq=179573 Ack=408 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"811","162.443907","142.104.100.111","192.168.1.164","TCP","1514","80  >  1225 [ACK] Seq=181033 Ack=408 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"812","162.443935","192.168.1.164","142.104.100.111","TCP","54","1225  >  80 [ACK] Seq=408 Ack=182493 Win=17520 Len=0"
"813","162.445393","142.104.100.111","192.168.1.164","TCP","1514","80  >  1225 [ACK] Seq=182493 Ack=408 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"814","162.447115","142.104.100.111","192.168.1.164","TCP","1514","80  >  1225 [ACK] Seq=183953 Ack=408 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"815","162.447130","192.168.1.164","142.104.100.111","TCP","54","1225  >  80 [ACK] Seq=408 Ack=185413 Win=17520 Len=0"
"816","162.448494","142.104.100.111","192.168.1.164","TCP","1514","80  >  1225 [ACK] Seq=185413 Ack=408 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"817","162.450317","142.104.100.111","192.168.1.164","TCP","1514","80  >  1225 [ACK] Seq=186873 Ack=408 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"818","162.450332","192.168.1.164","142.104.100.111","TCP","54","1225  >  80 [ACK] Seq=408 Ack=188333 Win=17520 Len=0"
"819","162.451796","142.104.100.111","192.168.1.164","TCP","1514","80  >  1225 [ACK] Seq=188333 Ack=408 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"820","162.453600","142.104.100.111","192.168.1.164","TCP","1514","80  >  1225 [ACK] Seq=189793 Ack=408 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"821","162.453615","192.168.1.164","142.104.100.111","TCP","54","1225  >  80 [ACK] Seq=408 Ack=191253 Win=17520 Len=0"
"822","162.483093","142.104.100.111","192.168.1.164","TCP","1514","80  >  1225 [ACK] Seq=191253 Ack=408 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"823","162.484500","142.104.100.111","192.168.1.164","TCP","1514","80  >  1225 [PSH, ACK] Seq=192713 Ack=408 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"824","162.484521","192.168.1.164","142.104.100.111","TCP","54","1225  >  80 [ACK] Seq=408 Ack=194173 Win=17520 Len=0"
"825","162.485955","142.104.100.111","192.168.1.164","TCP","1514","80  >  1225 [ACK] Seq=194173 Ack=408 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"826","162.487721","142.104.100.111","192.168.1.164","TCP","1514","80  >  1225 [ACK] Seq=195633 Ack=408 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"827","162.487739","192.168.1.164","142.104.100.111","TCP","54","1225  >  80 [ACK] Seq=408 Ack=197093 Win=17520 Len=0"
"828","162.489119","142.104.100.111","192.168.1.164","TCP","1514","80  >  1225 [ACK] Seq=197093 Ack=408 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"829","162.490864","142.104.100.111","192.168.1.164","TCP","1514","80  >  1225 [ACK] Seq=198553 Ack=408 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"830","162.490879","192.168.1.164","142.104.100.111","TCP","54","1225  >  80 [ACK] Seq=408 Ack=200013 Win=17520 Len=0"
"831","162.492377","142.104.100.111","192.168.1.164","TCP","1514","80  >  1225 [ACK] Seq=200013 Ack=408 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"832","162.494137","142.104.100.111","192.168.1.164","TCP","1514","80  >  1225 [ACK] Seq=201473 Ack=408 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"833","162.494166","192.168.1.164","142.104.100.111","TCP","54","1225  >  80 [ACK] Seq=408 Ack=202933 Win=17520 Len=0"
"834","162.495554","142.104.100.111","192.168.1.164","TCP","1514","80  >  1225 [ACK] Seq=202933 Ack=408 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"835","162.497341","142.104.100.111","192.168.1.164","TCP","1514","80  >  1225 [ACK] Seq=204393 Ack=408 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"836","162.497357","192.168.1.164","142.104.100.111","TCP","54","1225  >  80 [ACK] Seq=408 Ack=205853 Win=17520 Len=0"
"837","162.498801","142.104.100.111","192.168.1.164","TCP","1514","80  >  1225 [ACK] Seq=205853 Ack=408 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"838","162.500603","142.104.100.111","192.168.1.164","TCP","1514","80  >  1225 [ACK] Seq=207313 Ack=408 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"839","162.500618","192.168.1.164","142.104.100.111","TCP","54","1225  >  80 [ACK] Seq=408 Ack=208773 Win=17520 Len=0"
"840","162.502083","142.104.100.111","192.168.1.164","TCP","1514","80  >  1225 [ACK] Seq=208773 Ack=408 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"841","162.503898","142.104.100.111","192.168.1.164","TCP","1514","80  >  1225 [PSH, ACK] Seq=210233 Ack=408 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"842","162.503926","192.168.1.164","142.104.100.111","TCP","54","1225  >  80 [ACK] Seq=408 Ack=211693 Win=17520 Len=0"
"843","162.505355","142.104.100.111","192.168.1.164","TCP","1514","80  >  1225 [ACK] Seq=211693 Ack=408 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"844","162.507090","142.104.100.111","192.168.1.164","TCP","1514","80  >  1225 [ACK] Seq=213153 Ack=408 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"845","162.507109","192.168.1.164","142.104.100.111","TCP","54","1225  >  80 [ACK] Seq=408 Ack=214613 Win=17520 Len=0"
"846","162.508551","142.104.100.111","192.168.1.164","TCP","1514","80  >  1225 [ACK] Seq=214613 Ack=408 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"847","162.511768","142.104.100.111","192.168.1.164","TCP","1514","80  >  1225 [ACK] Seq=216073 Ack=408 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"848","162.511783","192.168.1.164","142.104.100.111","TCP","54","1225  >  80 [ACK] Seq=408 Ack=217533 Win=17520 Len=0"
"849","162.513229","142.104.100.111","192.168.1.164","TCP","1514","80  >  1225 [ACK] Seq=217533 Ack=408 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"850","162.514950","142.104.100.111","192.168.1.164","TCP","1514","80  >  1225 [ACK] Seq=218993 Ack=408 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"851","162.514966","192.168.1.164","142.104.100.111","TCP","54","1225  >  80 [ACK] Seq=408 Ack=220453 Win=17520 Len=0"
"852","162.516473","142.104.100.111","192.168.1.164","TCP","1514","80  >  1225 [ACK] Seq=220453 Ack=408 Win=6432 Len=1460 [TCP segment of a reassembled PDU]"
"853","162.517291","142.104.100.111","192.168.1.164","HTTP","315","HTTP/1.1 206 Partial Content  (application/pdf) (application/pdf) (application/pdf) (application/pdf) (application/pdf) (application/pdf) (application/pdf) (application/pdf) (application/pdf) (application/pdf)"
"854","162.517304","192.168.1.164","142.104.100.111","TCP","54","1225  >  80 [ACK] Seq=408 Ack=222174 Win=17520 Len=0"
"855","173.512831","192.168.1.164","142.104.100.1","TCP","62","1226  >  53 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM"
"856","173.595193","142.104.100.1","192.168.1.164","TCP","62","53  >  1226 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM"
"857","173.595218","192.168.1.164","142.104.100.1","TCP","54","1226  >  53 [ACK] Seq=1 Ack=1 Win=17520 Len=0"
"858","173.595264","192.168.1.164","142.104.100.1","DNS","89","Standard query 0x1902 A www.calsnet.net"
"859","173.601071","142.104.100.1","192.168.1.164","TCP","60","53  >  1226 [ACK] Seq=1 Ack=36 Win=5840 Len=0"
"860","173.606299","142.104.100.1","192.168.1.164","DNS","787","Standard query response 0x1902 A www.calsnet.net CNAME my.calendars.net A 207.202.158.14 A 207.202.158.16 A 207.202.158.17 A 207.202.158.18 A 207.202.158.20 A 207.202.158.23 A 207.202.158.24 A 207.202.158.28 A 207.202.158.35 A 207.202.158.36 A 207.202.158.56 A 207.202.158.58 A 207.202.158.60 A 207.202.158.62 A 207.202.158.65 A 207.202.158.69 A 207.202.158.70 A 207.202.158.72 A 207.202.158.93 A 207.202.158.94 A 207.202.158.98 A 207.202.158.99 A 207.202.158.101 A 207.202.158.102 A 207.202.158.107 A 207.202.158.108 A 207.202.158.109 A 207.202.158.110 A 207.202.158.111 A 207.202.158.112 A 207.202.158.113 A 207.202.158.114 A 207.202.158.115 A 207.202.158.116 A 207.202.158.117 A 207.202.158.120 A 207.202.158.121 NS ns3.hostsvr.com NS ns4.hostsvr.com A 66.180.175.156 A 72.9.101.67"
"861","173.606347","192.168.1.164","142.104.100.1","TCP","54","1226  >  53 [FIN, ACK] Seq=36 Ack=734 Win=16787 Len=0"
"862","173.607759","192.168.1.164","207.202.158.14","TCP","62","1227  >  80 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM"
"863","173.653075","142.104.100.1","192.168.1.164","TCP","60","53  >  1226 [FIN, ACK] Seq=734 Ack=37 Win=5840 Len=0"
"864","173.653091","192.168.1.164","142.104.100.1","TCP","54","1226  >  53 [ACK] Seq=37 Ack=735 Win=16787 Len=0"
"865","173.654010","207.202.158.14","192.168.1.164","TCP","62","80  >  1227 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1432 SACK_PERM"
"866","173.654026","192.168.1.164","207.202.158.14","TCP","54","1227  >  80 [ACK] Seq=1 Ack=1 Win=17184 Len=0"
"867","173.654103","192.168.1.164","207.202.158.14","HTTP","487","GET /wukuiwukui2 HTTP/1.1 "
"868","173.657869","207.202.158.14","192.168.1.164","TCP","60","80  >  1227 [ACK] Seq=1 Ack=434 Win=5840 Len=0"
"869","173.740353","207.202.158.14","192.168.1.164","TCP","355","80  >  1227 [PSH, ACK] Seq=1 Ack=434 Win=5840 Len=301 [TCP segment of a reassembled PDU]"
"870","173.740838","207.202.158.14","192.168.1.164","HTTP","60","HTTP/1.0 200 OK "
"871","173.740870","192.168.1.164","207.202.158.14","TCP","54","1227  >  80 [ACK] Seq=434 Ack=303 Win=16883 Len=0"
"872","173.741805","192.168.1.164","207.202.158.14","TCP","54","1227  >  80 [FIN, ACK] Seq=434 Ack=303 Win=16883 Len=0"
"873","173.744074","207.202.158.14","192.168.1.164","TCP","60","80  >  1227 [ACK] Seq=303 Ack=435 Win=5840 Len=0"
"874","173.757609","192.168.1.164","207.202.158.14","TCP","62","1228  >  80 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM"
"875","173.780670","207.202.158.14","192.168.1.164","TCP","60","80  >  1228 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"876","174.269877","192.168.1.164","207.202.158.14","TCP","62","[TCP Retransmission] 1228  >  80 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM"
"877","174.418627","207.202.158.14","192.168.1.164","TCP","60","80  >  1228 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"878","174.870640","192.168.1.164","207.202.158.14","TCP","62","[TCP Retransmission] 1228  >  80 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM"
"879","174.938434","207.202.158.14","192.168.1.164","TCP","60","80  >  1228 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"880","174.938758","192.168.1.164","207.202.158.16","TCP","62","1229  >  80 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM"
"881","174.961883","207.202.158.16","192.168.1.164","TCP","62","80  >  1229 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1432 SACK_PERM"
"882","174.961902","192.168.1.164","207.202.158.16","TCP","54","1229  >  80 [ACK] Seq=1 Ack=1 Win=17184 Len=0"
"883","174.961976","192.168.1.164","207.202.158.16","HTTP","448","GET /wukuiwukui2 HTTP/1.1 "
"884","174.965553","207.202.158.16","192.168.1.164","TCP","60","80  >  1229 [ACK] Seq=1 Ack=395 Win=5840 Len=0"
"885","175.164301","207.202.158.16","192.168.1.164","TCP","405","80  >  1229 [PSH, ACK] Seq=1 Ack=395 Win=5840 Len=351 [TCP segment of a reassembled PDU]"
"886","175.165042","207.202.158.16","192.168.1.164","HTTP","60","HTTP/1.1 401 Authorization Required  (text/html)"
"887","175.165072","192.168.1.164","207.202.158.16","TCP","54","1229  >  80 [ACK] Seq=395 Ack=353 Win=16833 Len=0"
"888","177.491357","142.104.100.111","192.168.1.164","TCP","60","80  >  1225 [FIN, ACK] Seq=222174 Ack=408 Win=6432 Len=0"
"889","177.491414","192.168.1.164","142.104.100.111","TCP","54","1225  >  80 [ACK] Seq=408 Ack=222175 Win=17520 Len=0"
"890","177.741793","192.168.1.164","207.202.158.16","TCP","54","1229  >  80 [FIN, ACK] Seq=395 Ack=353 Win=16833 Len=0"
"891","177.742114","192.168.1.164","207.202.158.16","TCP","62","1230  >  80 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM"
"892","177.823628","207.202.158.16","192.168.1.164","TCP","60","80  >  1229 [ACK] Seq=353 Ack=396 Win=5840 Len=0"
"893","177.824010","207.202.158.16","192.168.1.164","TCP","62","80  >  1230 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1432 SACK_PERM"
"894","177.824039","192.168.1.164","207.202.158.16","TCP","54","1230  >  80 [ACK] Seq=1 Ack=1 Win=17184 Len=0"
"895","177.824117","192.168.1.164","142.104.100.111","TCP","54","1225  >  80 [RST, ACK] Seq=408 Ack=222175 Win=0 Len=0"
"896","177.824554","192.168.1.164","207.202.158.16","HTTP","475","GET /wukuiwukui2 HTTP/1.1 "
"897","177.887166","207.202.158.16","192.168.1.164","TCP","60","80  >  1230 [ACK] Seq=1 Ack=422 Win=5840 Len=0"
"898","177.988682","207.202.158.16","192.168.1.164","TCP","405","80  >  1230 [PSH, ACK] Seq=1 Ack=422 Win=5840 Len=351 [TCP segment of a reassembled PDU]"
"899","177.989085","207.202.158.16","192.168.1.164","HTTP","60","HTTP/1.1 401 Authorization Required  (text/html)"
"900","177.989112","192.168.1.164","207.202.158.16","TCP","54","1230  >  80 [ACK] Seq=422 Ack=353 Win=16833 Len=0"
"901","179.643094","192.168.1.164","207.202.158.16","TCP","54","1230  >  80 [FIN, ACK] Seq=422 Ack=353 Win=16833 Len=0"
"902","179.704847","207.202.158.16","192.168.1.164","TCP","60","80  >  1230 [ACK] Seq=353 Ack=423 Win=5840 Len=0"
"903","184.909736","192.168.1.164","169.229.60.105","TCP","62","1231  >  80 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM"
"904","184.996708","169.229.60.105","192.168.1.164","TCP","62","80  >  1231 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 SACK_PERM MSS=1460"
"905","184.996736","192.168.1.164","169.229.60.105","TCP","54","1231  >  80 [ACK] Seq=1 Ack=1 Win=17520 Len=0"
"906","184.996826","192.168.1.164","169.229.60.105","HTTP","508","GET /~pattrsn/talks/BadCareer.pdf HTTP/1.1 "
"907","185.100083","169.229.60.105","192.168.1.164","TCP","60","80  >  1231 [ACK] Seq=1 Ack=455 Win=64240 Len=0"
"908","185.103109","169.229.60.105","192.168.1.164","TCP","340","80  >  1231 [PSH, ACK] Seq=1 Ack=455 Win=64240 Len=286 [TCP segment of a reassembled PDU]"
"909","185.107261","169.229.60.105","192.168.1.164","TCP","1514","80  >  1231 [ACK] Seq=287 Ack=455 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"910","185.107280","192.168.1.164","169.229.60.105","TCP","54","1231  >  80 [ACK] Seq=455 Ack=1747 Win=17520 Len=0"
"911","185.109653","169.229.60.105","192.168.1.164","TCP","1514","80  >  1231 [PSH, ACK] Seq=1747 Ack=455 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"912","185.120455","192.168.1.164","169.229.60.105","TCP","54","1231  >  80 [FIN, ACK] Seq=455 Ack=3207 Win=17520 Len=0"
"913","185.138579","192.168.1.164","169.229.60.105","TCP","62","1232  >  80 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM"
"914","185.213801","169.229.60.105","192.168.1.164","TCP","1514","80  >  1231 [ACK] Seq=3207 Ack=455 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"915","185.213859","192.168.1.164","169.229.60.105","TCP","54","1231  >  80 [RST, ACK] Seq=456 Ack=4667 Win=0 Len=0"
"916","185.215275","169.229.60.105","192.168.1.164","TCP","1514","80  >  1231 [ACK] Seq=4667 Ack=455 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"917","185.217003","169.229.60.105","192.168.1.164","TCP","1514","80  >  1231 [PSH, ACK] Seq=6127 Ack=455 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"918","185.218059","169.229.60.105","192.168.1.164","TCP","946","80  >  1231 [ACK] Seq=7587 Ack=456 Win=64240 Len=892 [TCP segment of a reassembled PDU]"
"919","185.219485","169.229.60.105","192.168.1.164","TCP","1514","80  >  1231 [ACK] Seq=8479 Ack=456 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"920","185.219768","169.229.60.105","192.168.1.164","TCP","60","[TCP Dup ACK 918#1] 80  >  1231 [ACK] Seq=9939 Ack=456 Win=64240 Len=0"
"921","185.222424","169.229.60.105","192.168.1.164","TCP","62","80  >  1232 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 SACK_PERM MSS=1460"
"922","185.222449","192.168.1.164","169.229.60.105","TCP","54","1232  >  80 [ACK] Seq=1 Ack=1 Win=17520 Len=0"
"923","185.222580","192.168.1.164","169.229.60.105","HTTP","394","GET /~pattrsn/talks/BadCareer.pdf HTTP/1.1 "
"924","185.319586","169.229.60.105","192.168.1.164","TCP","60","80  >  1232 [ACK] Seq=1 Ack=341 Win=64240 Len=0"
"925","185.322718","169.229.60.105","192.168.1.164","TCP","394","80  >  1232 [PSH, ACK] Seq=1 Ack=341 Win=64240 Len=340 [TCP segment of a reassembled PDU]"
"926","185.326633","169.229.60.105","192.168.1.164","TCP","1514","80  >  1232 [ACK] Seq=341 Ack=341 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"927","185.326665","192.168.1.164","169.229.60.105","TCP","54","1232  >  80 [ACK] Seq=341 Ack=1801 Win=17520 Len=0"
"928","185.328026","169.229.60.105","192.168.1.164","TCP","1514","80  >  1232 [PSH, ACK] Seq=1801 Ack=341 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"929","185.353653","192.168.1.164","169.229.60.105","TCP","54","1232  >  80 [RST, ACK] Seq=341 Ack=3261 Win=0 Len=0"
"930","185.379593","192.168.1.164","169.229.60.105","TCP","62","1233  >  80 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM"
"931","185.422121","169.229.60.105","192.168.1.164","TCP","1514","80  >  1232 [ACK] Seq=3261 Ack=341 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"932","185.423490","169.229.60.105","192.168.1.164","TCP","1514","80  >  1232 [ACK] Seq=4721 Ack=341 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"933","185.424928","169.229.60.105","192.168.1.164","TCP","1514","80  >  1232 [PSH, ACK] Seq=6181 Ack=341 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"934","185.524040","169.229.60.105","192.168.1.164","TCP","62","80  >  1233 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 SACK_PERM MSS=1460"
"935","185.524090","192.168.1.164","169.229.60.105","TCP","54","1233  >  80 [ACK] Seq=1 Ack=1 Win=17520 Len=0"
"936","185.524226","192.168.1.164","169.229.60.105","HTTP","364","GET /~pattrsn/talks/BadCareer.pdf HTTP/1.1 "
"937","185.616352","169.229.60.105","192.168.1.164","TCP","60","80  >  1233 [ACK] Seq=1 Ack=311 Win=64240 Len=0"
"938","185.620851","169.229.60.105","192.168.1.164","TCP","385","80  >  1233 [PSH, ACK] Seq=1 Ack=311 Win=64240 Len=331 [TCP segment of a reassembled PDU]"
"939","185.621255","169.229.60.105","192.168.1.164","TCP","129","80  >  1233 [PSH, ACK] Seq=332 Ack=311 Win=64240 Len=75 [TCP segment of a reassembled PDU]"
"940","185.621270","192.168.1.164","169.229.60.105","TCP","54","1233  >  80 [ACK] Seq=311 Ack=407 Win=17114 Len=0"
"941","185.621628","169.229.60.105","192.168.1.164","TCP","78","80  >  1233 [PSH, ACK] Seq=407 Ack=311 Win=64240 Len=24 [TCP segment of a reassembled PDU]"
"942","185.623159","169.229.60.105","192.168.1.164","TCP","1156","80  >  1233 [PSH, ACK] Seq=431 Ack=311 Win=64240 Len=1102 [TCP segment of a reassembled PDU]"
"943","185.623171","192.168.1.164","169.229.60.105","TCP","54","1233  >  80 [ACK] Seq=311 Ack=1533 Win=17520 Len=0"
"944","185.623544","169.229.60.105","192.168.1.164","TCP","129","80  >  1233 [PSH, ACK] Seq=1533 Ack=311 Win=64240 Len=75 [TCP segment of a reassembled PDU]"
"945","185.624286","169.229.60.105","192.168.1.164","TCP","78","80  >  1233 [PSH, ACK] Seq=1608 Ack=311 Win=64240 Len=24 [TCP segment of a reassembled PDU]"
"946","185.624298","192.168.1.164","169.229.60.105","TCP","54","1233  >  80 [ACK] Seq=311 Ack=1632 Win=17421 Len=0"
"947","185.625259","169.229.60.105","192.168.1.164","TCP","795","80  >  1233 [PSH, ACK] Seq=1632 Ack=311 Win=64240 Len=741 [TCP segment of a reassembled PDU]"
"948","185.626449","169.229.60.105","192.168.1.164","TCP","129","80  >  1233 [PSH, ACK] Seq=2373 Ack=311 Win=64240 Len=75 [TCP segment of a reassembled PDU]"
"949","185.626468","192.168.1.164","169.229.60.105","TCP","54","1233  >  80 [ACK] Seq=311 Ack=2448 Win=16605 Len=0"
"950","185.626798","169.229.60.105","192.168.1.164","TCP","75","80  >  1233 [PSH, ACK] Seq=2448 Ack=311 Win=64240 Len=21 [TCP segment of a reassembled PDU]"
"951","185.628642","169.229.60.105","192.168.1.164","TCP","1514","80  >  1233 [ACK] Seq=2469 Ack=311 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"952","185.628659","192.168.1.164","169.229.60.105","TCP","54","1233  >  80 [ACK] Seq=311 Ack=3929 Win=17520 Len=0"
"953","185.709222","169.229.60.105","192.168.1.164","TCP","1514","80  >  1233 [ACK] Seq=3929 Ack=311 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"954","185.710556","169.229.60.105","192.168.1.164","TCP","1514","80  >  1233 [ACK] Seq=5389 Ack=311 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"955","185.710583","192.168.1.164","169.229.60.105","TCP","54","1233  >  80 [ACK] Seq=311 Ack=6849 Win=17520 Len=0"
"956","185.711999","169.229.60.105","192.168.1.164","TCP","1514","80  >  1233 [ACK] Seq=6849 Ack=311 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"957","185.717489","169.229.60.105","192.168.1.164","TCP","1514","80  >  1233 [ACK] Seq=8309 Ack=311 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"958","185.717508","192.168.1.164","169.229.60.105","TCP","54","1233  >  80 [ACK] Seq=311 Ack=9769 Win=17520 Len=0"
"959","185.718501","169.229.60.105","192.168.1.164","TCP","946","80  >  1233 [ACK] Seq=9769 Ack=311 Win=64240 Len=892 [TCP segment of a reassembled PDU]"
"960","185.720355","169.229.60.105","192.168.1.164","TCP","1514","80  >  1233 [ACK] Seq=10661 Ack=311 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"961","185.720370","192.168.1.164","169.229.60.105","TCP","54","1233  >  80 [ACK] Seq=311 Ack=12121 Win=17520 Len=0"
"962","185.723578","169.229.60.105","192.168.1.164","TCP","1514","80  >  1233 [ACK] Seq=12121 Ack=311 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"963","185.725079","169.229.60.105","192.168.1.164","TCP","1514","80  >  1233 [ACK] Seq=13581 Ack=311 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"964","185.725096","192.168.1.164","169.229.60.105","TCP","54","1233  >  80 [ACK] Seq=311 Ack=15041 Win=17520 Len=0"
"965","185.799235","169.229.60.105","192.168.1.164","TCP","1514","80  >  1233 [ACK] Seq=15041 Ack=311 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"966","185.800210","169.229.60.105","192.168.1.164","TCP","946","[TCP Previous segment not captured] 80  >  1233 [ACK] Seq=17961 Ack=311 Win=64240 Len=892 [TCP segment of a reassembled PDU]"
"967","185.800233","192.168.1.164","169.229.60.105","TCP","66","1233  >  80 [ACK] Seq=311 Ack=16501 Win=17520 Len=0 SLE=17961 SRE=18853"
"968","185.801714","169.229.60.105","192.168.1.164","TCP","1514","[TCP Out-Of-Order] 80  >  1233 [ACK] Seq=16501 Ack=311 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"969","185.801736","192.168.1.164","169.229.60.105","TCP","54","1233  >  80 [ACK] Seq=311 Ack=18853 Win=17520 Len=0"
"970","185.804908","169.229.60.105","192.168.1.164","TCP","1514","80  >  1233 [ACK] Seq=18853 Ack=311 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"971","185.804930","192.168.1.164","169.229.60.105","TCP","54","1233  >  80 [ACK] Seq=311 Ack=20313 Win=17520 Len=0"
"972","185.806378","169.229.60.105","192.168.1.164","TCP","1514","80  >  1233 [ACK] Seq=20313 Ack=311 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"973","185.808177","169.229.60.105","192.168.1.164","TCP","1514","80  >  1233 [ACK] Seq=21773 Ack=311 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"974","185.808202","192.168.1.164","169.229.60.105","TCP","54","1233  >  80 [ACK] Seq=311 Ack=23233 Win=17520 Len=0"
"975","185.810251","169.229.60.105","192.168.1.164","TCP","1514","80  >  1233 [ACK] Seq=23233 Ack=311 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"976","185.811765","169.229.60.105","192.168.1.164","TCP","1514","80  >  1233 [ACK] Seq=24693 Ack=311 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"977","185.811784","192.168.1.164","169.229.60.105","TCP","54","1233  >  80 [ACK] Seq=311 Ack=26153 Win=17520 Len=0"
